codici_specialita,codici_ospedale,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY,capacita_max
spec_56,res_01090800,"14,00","5,00","3,00","2,00","1,00","1,00","1,00","36,00"
spec_56,res_01001200,"8,00","3,00","2,00","1,00","1,00","0,00","0,00","10,00"
spec_56,res_01063900,"5,00","6,00","4,00","5,00","3,00","1,00","1,00","60,00"
spec_56,res_01061600,"3,00","5,00","3,00","4,00","4,00","4,00","4,00","26,00"
spec_56,res_01061200,"6,00","5,00","5,00","4,00","5,00","1,00","1,00","35,00"
spec_56,res_01063100,"5,00","7,00","5,00","7,00","5,00","2,00","0,00","58,00"
spec_56,res_01089100,"18,00","19,00","11,00","10,00","10,00","1,00","0,00","204,00"
spec_56,res_01062200,"4,00","5,00","4,00","5,00","4,00","1,00","0,00","54,00"
spec_56,res_01092000,"19,00","20,00","19,00","19,00","23,00","3,00","3,00","292,00"
spec_56,res_01002602,"2,00","2,00","3,00","2,00","1,00","0,00","0,00","21,00"
spec_56,res_01002601,"3,00","3,00","2,00","2,00","2,00","1,00","0,00","47,00"
spec_56,res_01002606,"3,00","2,00","3,00","2,00","2,00","0,00","0,00","19,00"
spec_56,res_01064900,"4,00","4,00","4,00","4,00","4,00","1,00","0,00","29,00"
spec_56,res_01000300,"3,00","1,00","2,00","2,00","2,00","0,00","0,00","12,00"
spec_56,res_01090502,"2,00","2,00","2,00","2,00","2,00","0,00","0,00","14,00"
spec_56,res_01062600,"7,00","4,00","4,00","6,00","9,00","0,00","0,00","44,00"
spec_56,res_01064100,"6,00","4,00","4,00","5,00","5,00","6,00","0,00","36,00"
spec_56,res_01012001,"2,00","3,00","9,00","4,00","15,00","0,00","0,00","79,00"
spec_56,res_01012002,"3,00","2,00","2,00","2,00","1,00","0,00","0,00","18,00"
spec_56,res_01063200,"3,00","2,00","3,00","2,00","2,00","1,00","0,00","31,00"
spec_56,res_01012402,"9,00","7,00","5,00","3,00","4,00","0,00","0,00","36,00"
spec_56,res_01090703,"5,00","5,00","8,00","5,00","5,00","1,00","0,00","68,00"
spec_56,res_01000901,"1,00","1,00","1,00","2,00","2,00","1,00","1,00","10,00"
spec_56,res_01065700,"12,00","10,00","8,00","7,00","7,00","1,00","1,00","88,00"
spec_56,res_01061500,"5,00","1,00","4,00","4,00","1,00","1,00","0,00","36,00"
spec_56,res_01001903,"4,00","4,00","4,00","4,00","3,00","1,00","1,00","28,00"
spec_56,res_01089200,"1,00","2,00","2,00","1,00","3,00","1,00","0,00","15,00"
spec_56,res_01061100,"4,00","4,00","4,00","2,00","3,00","2,00","2,00","29,00"
spec_56,res_01062100,"11,00","12,00","11,00","9,00","12,00","1,00","1,00","129,00"
spec_56,res_01092100,"22,00","24,00","25,00","28,00","25,00","0,00","0,00","304,00"
spec_56,res_01064600,"4,00","4,00","3,00","3,00","4,00","0,00","0,00","50,00"
spec_56,res_01000403,"2,00","2,00","4,00","2,00","3,00","0,00","1,00","23,00"
spec_56,res_01000401,"2,00","1,00","1,00","1,00","1,00","0,00","0,00","13,00"
spec_38,res_01089700,"0,00","0,00","1,00","2,00","1,00","0,00","0,00","3,00"
spec_38,res_01000801,"3,00","5,00","4,00","4,00","3,00","3,00","5,00","20,00"
spec_38,res_01090400,"5,00","4,00","4,00","4,00","5,00","3,00","6,00","13,00"
spec_38,res_01090600,"9,00","10,00","9,00","10,00","8,00","2,00","7,00","23,00"
spec_38,res_01090800,"7,00","9,00","6,00","6,00","5,00","2,00","2,00","15,00"
spec_38,res_01007901,"7,00","9,00","3,00","5,00","8,00","2,00","2,00","18,00"
spec_38,res_01061200,"7,00","1,00","5,00","1,00","5,00","0,00","1,00","7,00"
spec_38,res_01061000,"6,00","2,00","6,00","5,00","4,00","3,00","1,00","8,00"
spec_38,res_01002603,"9,00","5,00","6,00","5,00","4,00","2,00","3,00","13,00"
spec_38,res_01002601,"3,00","6,00","7,00","4,00","1,00","1,00","1,00","10,00"
spec_38,res_01002605,"1,00","1,00","4,00","1,00","2,00","1,00","3,00","5,00"
spec_38,res_01000502,"0,00","1,00","0,00","1,00","0,00","0,00","0,00","1,00"
spec_38,res_01000300,"10,00","10,00","8,00","10,00","7,00","2,00","3,00","17,00"
spec_38,res_01000501,"7,00","1,00","7,00","6,00","4,00","2,00","2,00","9,00"
spec_38,res_01002604,"0,00","0,00","0,00","0,00","0,00","1,00","0,00","1,00"
spec_38,res_01090302,"4,00","4,00","3,00","3,00","5,00","1,00","1,00","6,00"
spec_38,res_01090101,"20,00","16,00","17,00","17,00","14,00","3,00","4,00","36,00"
spec_38,res_01090102,"0,00","1,00","0,00","0,00","0,00","0,00","0,00","1,00"
spec_38,res_01008500,"7,00","7,00","5,00","4,00","6,00","1,00","1,00","10,00"
spec_38,res_01012001,"3,00","10,00","3,00","5,00","8,00","2,00","2,00","10,00"
spec_38,res_01063200,"8,00","9,00","7,00","10,00","3,00","0,00","6,00","14,00"
spec_38,res_01000902,"1,00","4,00","2,00","2,00","2,00","2,00","2,00","5,00"
spec_38,res_01065500,"9,00","0,00","0,00","0,00","0,00","0,00","3,00","9,00"
spec_38,res_01090702,"0,00","3,00","3,00","2,00","1,00","1,00","0,00","4,00"
spec_38,res_01000901,"2,00","4,00","4,00","6,00","4,00","1,00","1,00","9,00"
spec_38,res_01000700,"6,00","5,00","3,00","5,00","4,00","1,00","5,00","11,00"
spec_38,res_01090501,"18,00","9,00","12,00","11,00","10,00","4,00","3,00","23,00"
spec_38,res_01090701,"3,00","13,00","5,00","9,00","8,00","2,00","2,00","20,00"
spec_38,res_01001100,"5,00","4,00","2,00","4,00","2,00","2,00","4,00","10,00"
spec_38,res_01090901,"0,00","0,00","1,00","0,00","0,00","0,00","0,00","1,00"
spec_38,res_01089200,"6,00","7,00","6,00","4,00","6,00","0,00","0,00","8,00"
spec_38,res_01001700,"8,00","6,00","8,00","4,00","8,00","1,00","3,00","13,00"
spec_38,res_01001903,"0,00","0,00","0,00","0,00","0,00","1,00","0,00","1,00"
spec_38,res_01001901,"3,00","2,00","3,00","3,00","5,00","1,00","3,00","6,00"
spec_38,res_01000402,"5,00","3,00","2,00","4,00","1,00","0,00","0,00","6,00"
spec_38,res_01002301,"8,00","2,00","2,00","7,00","2,00","1,00","1,00","9,00"
spec_38,res_01003001,"6,00","9,00","6,00","6,00","6,00","3,00","2,00","13,00"
spec_38,res_01012601,"7,00","10,00","4,00","8,00","8,00","3,00","3,00","17,00"
spec_26,res_01089700,"8,00","6,00","7,00","6,00","6,00","1,00","0,00","42,00"
spec_26,res_01000801,"11,00","12,00","11,00","12,00","11,00","10,00","10,00","97,00"
spec_26,res_01090600,"16,00","13,00","16,00","11,00","10,00","9,00","9,00","85,00"
spec_26,res_01000802,"7,00","6,00","6,00","7,00","5,00","6,00","6,00","37,00"
spec_26,res_01065600,"4,00","3,00","2,00","2,00","2,00","0,00","2,00","8,00"
spec_26,res_01007901,"10,00","10,00","10,00","10,00","10,00","10,00","6,00","58,00"
spec_26,res_01007905,"5,00","8,00","5,00","5,00","5,00","4,00","3,00","31,00"
spec_26,res_01007904,"5,00","6,00","6,00","6,00","4,00","5,00","4,00","30,00"
spec_26,res_01007903,"5,00","4,00","7,00","5,00","5,00","4,00","3,00","32,00"
spec_26,res_01007902,"4,00","4,00","3,00","4,00","5,00","3,00","2,00","26,00"
spec_26,res_01061000,"10,00","6,00","10,00","4,00","6,00","2,00","2,00","18,00"
spec_26,res_01064300,"6,00","5,00","4,00","2,00","2,00","1,00","0,00","13,00"
spec_26,res_01000503,"8,00","8,00","6,00","7,00","6,00","3,00","2,00","108,00"
spec_26,res_01000502,"11,00","7,00","7,00","9,00","6,00","3,00","3,00","140,00"
spec_26,res_01000501,"9,00","7,00","9,00","10,00","10,00","4,00","5,00","106,00"
spec_26,res_01062800,"2,00","2,00","2,00","1,00","1,00","1,00","1,00","7,00"
spec_26,res_01008500,"13,00","13,00","16,00","14,00","16,00","9,00","8,00","204,00"
spec_26,res_01065500,"1,00","1,00","0,00","0,00","0,00","0,00","0,00","2,00"
spec_26,res_01000700,"7,00","7,00","9,00","8,00","7,00","8,00","6,00","47,00"
spec_26,res_01090501,"15,00","19,00","16,00","17,00","15,00","8,00","10,00","126,00"
spec_26,res_01001700,"13,00","11,00","10,00","11,00","14,00","10,00","11,00","93,00"
spec_26,res_01063000,"2,00","1,00","1,00","1,00","1,00","1,00","0,00","6,00"
spec_26,res_01002701,"5,00","6,00","9,00","7,00","6,00","3,00","3,00","36,00"
spec_26,res_01003003,"0,00","0,00","1,00","0,00","0,00","0,00","0,00","1,00"
spec_26,res_01002301,"6,00","6,00","6,00","6,00","7,00","6,00","5,00","49,00"
spec_26,res_01003002,"1,00","1,00","1,00","1,00","0,00","0,00","0,00","2,00"
spec_26,res_01000602,"5,00","5,00","4,00","4,00","4,00","5,00","3,00","24,00"
spec_26,res_01002302,"5,00","4,00","5,00","5,00","4,00","5,00","5,00","25,00"
spec_26,res_01003001,"16,00","12,00","12,00","11,00","14,00","8,00","8,00","123,00"
spec_26,res_01012601,"7,00","6,00","6,00","8,00","6,00","6,00","6,00","38,00"
spec_26,res_01000601,"7,00","7,00","7,00","8,00","7,00","7,00","6,00","30,00"
spec_26,res_01064000,"4,00","2,00","1,00","2,00","1,00","1,00","1,00","8,00"
spec_26,res_01012602,"8,00","8,00","7,00","7,00","8,00","7,00","8,00","61,00"
spec_26,res_01090400,"11,00","10,00","11,00","10,00","11,00","8,00","7,00","85,00"
spec_26,res_01090800,"21,00","17,00","22,00","18,00","18,00","14,00","14,00","169,00"
spec_26,res_01001200,"1,00","4,00","3,00","3,00","2,00","0,00","0,00","5,00"
spec_26,res_01061600,"1,00","1,00","1,00","1,00","1,00","1,00","1,00","3,00"
spec_26,res_01061200,"4,00","4,00","4,00","3,00","2,00","1,00","2,00","11,00"
spec_26,res_01002603,"8,00","7,00","8,00","9,00","7,00","6,00","5,00","52,00"
spec_26,res_01092000,"8,00","8,00","9,00","8,00","7,00","1,00","0,00","49,00"
spec_26,res_01002602,"5,00","5,00","6,00","4,00","3,00","1,00","1,00","19,00"
spec_26,res_01002601,"12,00","8,00","9,00","8,00","9,00","7,00","8,00","79,00"
spec_26,res_01002606,"5,00","7,00","5,00","5,00","5,00","6,00","5,00","29,00"
spec_26,res_01002605,"7,00","7,00","8,00","6,00","6,00","7,00","6,00","35,00"
spec_26,res_01064900,"5,00","4,00","3,00","5,00","3,00","1,00","1,00","17,00"
spec_26,res_01000300,"22,00","20,00","18,00","16,00","17,00","17,00","18,00","101,00"
spec_26,res_01002604,"5,00","7,00","8,00","6,00","6,00","5,00","5,00","33,00"
spec_26,res_01090101,"31,00","30,00","27,00","30,00","26,00","25,00","23,00","273,00"
spec_26,res_01090502,"4,00","4,00","4,00","5,00","4,00","3,00","2,00","26,00"
spec_26,res_01062600,"2,00","2,00","3,00","1,00","1,00","0,00","1,00","6,00"
spec_26,res_01064100,"9,00","5,00","2,00","2,00","1,00","1,00","0,00","10,00"
spec_26,res_01090102,"1,00","1,00","1,00","1,00","1,00","1,00","0,00","3,00"
spec_26,res_01012001,"9,00","19,00","10,00","12,00","15,00","8,00","7,00","133,00"
spec_26,res_01012002,"9,00","9,00","10,00","9,00","11,00","6,00","5,00","91,00"
spec_26,res_01063200,"3,00","1,00","2,00","1,00","2,00","0,00","0,00","5,00"
spec_26,res_01012402,"14,00","11,00","9,00","6,00","7,00","5,00","5,00","33,00"
spec_26,res_01000902,"6,00","7,00","8,00","7,00","9,00","5,00","5,00","57,00"
spec_26,res_01012401,"12,00","10,00","9,00","13,00","12,00","10,00","9,00","78,00"
spec_26,res_01000901,"5,00","4,00","6,00","5,00","5,00","5,00","4,00","27,00"
spec_26,res_01090702,"0,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00"
spec_26,res_01090701,"13,00","14,00","13,00","15,00","15,00","11,00","10,00","102,00"
spec_26,res_01001100,"20,00","21,00","18,00","21,00","20,00","20,00","19,00","161,00"
spec_26,res_01001903,"7,00","8,00","8,00","9,00","8,00","6,00","5,00","51,00"
spec_26,res_01089200,"11,00","10,00","8,00","7,00","10,00","7,00","6,00","64,00"
spec_26,res_01001901,"8,00","9,00","9,00","7,00","9,00","8,00","10,00","59,00"
spec_26,res_01061100,"8,00","4,00","3,00","2,00","1,00","1,00","1,00","9,00"
spec_26,res_01061800,"22,00","4,00","3,00","2,00","3,00","1,00","4,00","28,00"
spec_26,res_01000402,"15,00","12,00","10,00","12,00","15,00","8,00","8,00","121,00"
spec_26,res_01000403,"6,00","7,00","6,00","7,00","7,00","5,00","5,00","43,00"
spec_26,res_01000401,"14,00","13,00","13,00","12,00","14,00","8,00","8,00","136,00"
spec_26,res_01064200,"5,00","3,00","4,00","4,00","3,00","1,00","1,00","17,00"
spec_36,res_01089700,"4,00","2,00","5,00","3,00","2,00","1,00","2,00","19,00"
spec_36,res_01000801,"7,00","6,00","6,00","8,00","7,00","8,00","5,00","36,00"
spec_36,res_01090600,"17,00","9,00","7,00","8,00","6,00","5,00","5,00","53,00"
spec_36,res_01065600,"11,00","13,00","11,00","16,00","10,00","3,00","3,00","23,00"
spec_36,res_01000802,"1,00","1,00","0,00","0,00","1,00","1,00","0,00","2,00"
spec_36,res_01007901,"5,00","6,00","5,00","8,00","4,00","4,00","5,00","24,00"
spec_36,res_01007905,"1,00","1,00","0,00","0,00","1,00","0,00","0,00","3,00"
spec_36,res_01007904,"5,00","4,00","6,00","6,00","3,00","2,00","3,00","14,00"
spec_36,res_01061000,"10,00","9,00","10,00","9,00","6,00","4,00","3,00","17,00"
spec_36,res_01007902,"0,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00"
spec_36,res_01064300,"13,00","7,00","10,00","13,00","1,00","1,00","4,00","20,00"
spec_36,res_01000503,"23,00","19,00","30,00","20,00","10,00","1,00","11,00","46,00"
spec_36,res_01000502,"4,00","4,00","2,00","4,00","4,00","2,00","4,00","12,00"
spec_36,res_01000501,"8,00","7,00","8,00","8,00","6,00","4,00","3,00","20,00"
spec_36,res_01090302,"5,00","3,00","4,00","4,00","4,00","3,00","4,00","9,00"
spec_36,res_01062800,"17,00","11,00","21,00","20,00","14,00","2,00","8,00","37,00"
spec_36,res_01008500,"14,00","12,00","6,00","10,00","7,00","4,00","4,00","38,00"
spec_36,res_01065500,"21,00","21,00","23,00","19,00","15,00","1,00","5,00","43,00"
spec_36,res_01000700,"4,00","3,00","3,00","4,00","4,00","2,00","3,00","18,00"
spec_36,res_01090501,"11,00","14,00","15,00","14,00","12,00","5,00","8,00","37,00"
spec_36,res_01001700,"5,00","4,00","5,00","4,00","4,00","3,00","3,00","17,00"
spec_36,res_01002301,"8,00","11,00","7,00","11,00","9,00","5,00","5,00","32,00"
spec_36,res_01000602,"7,00","10,00","2,00","8,00","6,00","2,00","2,00","16,00"
spec_36,res_01002302,"2,00","6,00","3,00","5,00","2,00","1,00","2,00","8,00"
spec_36,res_01003001,"5,00","5,00","5,00","7,00","4,00","4,00","4,00","26,00"
spec_36,res_01012601,"10,00","7,00","11,00","10,00","5,00","3,00","3,00","20,00"
spec_36,res_01000601,"4,00","4,00","5,00","3,00","4,00","4,00","3,00","18,00"
spec_36,res_01064000,"20,00","15,00","3,00","22,00","25,00","0,00","6,00","29,00"
spec_36,res_01012602,"12,00","10,00","11,00","11,00","7,00","3,00","8,00","39,00"
spec_36,res_01090201,"25,00","31,00","26,00","29,00","20,00","6,00","10,00","129,00"
spec_36,res_01090203,"13,00","17,00","18,00","9,00","12,00","1,00","2,00","31,00"
spec_36,res_01090400,"6,00","4,00","4,00","6,00","4,00","3,00","5,00","25,00"
spec_36,res_01090800,"8,00","9,00","7,00","7,00","9,00","2,00","1,00","25,00"
spec_36,res_01001200,"10,00","11,00","8,00","5,00","6,00","0,00","0,00","16,00"
spec_36,res_01061600,"11,00","15,00","15,00","12,00","9,00","0,00","5,00","23,00"
spec_36,res_01061200,"8,00","9,00","5,00","5,00","4,00","1,00","3,00","15,00"
spec_36,res_01002603,"7,00","6,00","7,00","6,00","8,00","4,00","4,00","25,00"
spec_36,res_01002602,"1,00","0,00","1,00","0,00","0,00","0,00","0,00","1,00"
spec_36,res_01002601,"7,00","5,00","12,00","6,00","6,00","4,00","5,00","25,00"
spec_36,res_01002606,"0,00","1,00","0,00","1,00","0,00","0,00","0,00","1,00"
spec_36,res_01002605,"5,00","7,00","3,00","6,00","4,00","3,00","3,00","17,00"
spec_36,res_01064900,"5,00","6,00","5,00","6,00","3,00","0,00","3,00","10,00"
spec_36,res_01000300,"5,00","7,00","7,00","9,00","9,00","3,00","4,00","22,00"
spec_36,res_01002604,"4,00","3,00","4,00","4,00","3,00","3,00","3,00","15,00"
spec_36,res_01090101,"8,00","6,00","7,00","7,00","5,00","2,00","4,00","24,00"
spec_36,res_01062600,"20,00","17,00","13,00","9,00","11,00","1,00","6,00","25,00"
spec_36,res_01064100,"23,00","20,00","26,00","15,00","14,00","12,00","5,00","32,00"
spec_36,res_01012001,"8,00","5,00","9,00","8,00","5,00","3,00","2,00","18,00"
spec_36,res_01012002,"8,00","5,00","9,00","6,00","7,00","3,00","3,00","16,00"
spec_36,res_01063200,"12,00","12,00","16,00","11,00","3,00","0,00","8,00","34,00"
spec_36,res_01000902,"2,00","3,00","3,00","3,00","3,00","3,00","3,00","14,00"
spec_36,res_01012402,"0,00","0,00","0,00","1,00","0,00","0,00","0,00","1,00"
spec_36,res_01012401,"7,00","6,00","8,00","5,00","6,00","3,00","4,00","30,00"
spec_36,res_01090702,"5,00","5,00","6,00","5,00","7,00","4,00","5,00","12,00"
spec_36,res_01000901,"8,00","7,00","7,00","5,00","4,00","4,00","3,00","19,00"
spec_36,res_01090701,"9,00","10,00","9,00","11,00","9,00","4,00","4,00","34,00"
spec_36,res_01001100,"6,00","6,00","6,00","5,00","5,00","5,00","6,00","29,00"
spec_36,res_01089200,"7,00","6,00","5,00","6,00","7,00","2,00","1,00","13,00"
spec_36,res_01001903,"0,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00"
spec_36,res_01001901,"5,00","7,00","4,00","4,00","4,00","4,00","6,00","28,00"
spec_36,res_01061100,"14,00","12,00","11,00","14,00","5,00","1,00","6,00","25,00"
spec_36,res_01000402,"6,00","4,00","4,00","4,00","3,00","2,00","4,00","17,00"
spec_36,res_01000401,"5,00","5,00","3,00","3,00","4,00","3,00","3,00","19,00"
spec_36,res_01064200,"10,00","18,00","10,00","11,00","10,00","1,00","6,00","22,00"
spec_12,res_01090501,"1,00","4,00","1,00","3,00","1,00","0,00","0,00","5,00"
spec_12,res_01090600,"2,00","1,00","1,00","0,00","0,00","0,00","1,00","3,00"
spec_12,res_01090701,"4,00","14,00","3,00","13,00","7,00","0,00","1,00","29,00"
spec_12,res_01000300,"7,00","9,00","6,00","6,00","6,00","2,00","2,00","12,00"
spec_12,res_01090800,"10,00","10,00","8,00","6,00","6,00","1,00","2,00","13,00"
spec_12,res_01001200,"7,00","7,00","9,00","4,00","12,00","0,00","0,00","13,00"
spec_12,res_01090101,"0,00","1,00","0,00","0,00","0,00","0,00","0,00","1,00"
spec_12,res_01090201,"14,00","12,00","17,00","12,00","18,00","3,00","2,00","31,00"
spec_12,res_01090102,"10,00","7,00","9,00","8,00","4,00","1,00","5,00","17,00"
spec_52,res_01002601,"0,00","0,00","0,00","0,00","1,00","0,00","0,00","1,00"
spec_52,res_01000801,"3,00","4,00","4,00","3,00","1,00","0,00","0,00","4,00"
spec_52,res_01000901,"3,00","2,00","2,00","0,00","0,00","0,00","0,00","3,00"
spec_52,res_01090501,"9,00","7,00","5,00","5,00","5,00","0,00","0,00","13,00"
spec_52,res_01090600,"1,00","1,00","1,00","1,00","1,00","0,00","0,00","2,00"
spec_52,res_01090102,"14,00","15,00","13,00","20,00","7,00","3,00","4,00","69,00"
spec_52,res_01008500,"8,00","11,00","5,00","3,00","3,00","2,00","1,00","35,00"
spec_65,res_01090302,"14,00","10,00","11,00","12,00","11,00","4,00","5,00","66,00"
spec_49,res_01000801,"3,00","2,00","2,00","2,00","2,00","2,00","2,00","11,00"
spec_49,res_01090600,"3,00","2,00","3,00","2,00","2,00","3,00","2,00","17,00"
spec_49,res_01000802,"0,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00"
spec_49,res_01007901,"1,00","2,00","1,00","2,00","2,00","2,00","1,00","6,00"
spec_49,res_01007905,"0,00","1,00","0,00","1,00","0,00","0,00","0,00","2,00"
spec_49,res_01007904,"0,00","1,00","0,00","1,00","0,00","0,00","0,00","2,00"
spec_49,res_01000502,"2,00","1,00","2,00","2,00","1,00","1,00","1,00","7,00"
spec_49,res_01000501,"1,00","1,00","1,00","2,00","1,00","2,00","1,00","6,00"
spec_49,res_01090302,"2,00","3,00","1,00","2,00","2,00","1,00","2,00","13,00"
spec_49,res_01090301,"0,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00"
spec_49,res_01008500,"3,00","2,00","8,00","1,00","2,00","1,00","2,00","16,00"
spec_49,res_01000700,"2,00","1,00","1,00","2,00","9,00","2,00","2,00","14,00"
spec_49,res_01090501,"4,00","3,00","4,00","4,00","3,00","3,00","3,00","20,00"
spec_49,res_01001700,"2,00","1,00","1,00","1,00","1,00","2,00","2,00","8,00"
spec_49,res_01002301,"2,00","1,00","2,00","2,00","2,00","1,00","2,00","10,00"
spec_49,res_01003002,"0,00","0,00","0,00","0,00","0,00","1,00","0,00","1,00"
spec_49,res_01000602,"1,00","1,00","0,00","1,00","1,00","1,00","1,00","2,00"
spec_49,res_01002302,"0,00","1,00","0,00","1,00","0,00","1,00","0,00","2,00"
spec_49,res_01003001,"2,00","1,00","2,00","1,00","3,00","2,00","2,00","11,00"
spec_49,res_01000601,"2,00","2,00","1,00","2,00","2,00","1,00","1,00","8,00"
spec_49,res_01012601,"2,00","1,00","1,00","1,00","2,00","1,00","1,00","6,00"
spec_49,res_01012602,"1,00","1,00","1,00","1,00","1,00","2,00","2,00","8,00"
spec_49,res_01090201,"7,00","6,00","8,00","7,00","9,00","6,00","4,00","47,00"
spec_49,res_01090203,"9,00","9,00","1,00","7,00","10,00","0,00","0,00","12,00"
spec_49,res_01090400,"2,00","2,00","1,00","1,00","2,00","1,00","2,00","7,00"
spec_49,res_01090800,"3,00","1,00","2,00","3,00","3,00","3,00","2,00","9,00"
spec_49,res_01002603,"1,00","7,00","3,00","6,00","1,00","1,00","1,00","34,00"
spec_49,res_01002602,"0,00","0,00","1,00","1,00","1,00","1,00","0,00","3,00"
spec_49,res_01002601,"6,00","12,00","10,00","13,00","4,00","2,00","3,00","16,00"
spec_49,res_01002606,"0,00","0,00","0,00","1,00","1,00","1,00","0,00","1,00"
spec_49,res_01002605,"2,00","1,00","1,00","1,00","2,00","1,00","1,00","6,00"
spec_49,res_01000300,"6,00","4,00","2,00","3,00","6,00","2,00","2,00","12,00"
spec_49,res_01002604,"1,00","2,00","2,00","2,00","2,00","1,00","1,00","5,00"
spec_49,res_01090101,"4,00","2,00","2,00","4,00","4,00","3,00","2,00","24,00"
spec_49,res_01090907,"0,00","0,00","0,00","1,00","0,00","0,00","0,00","1,00"
spec_49,res_01088200,"1,00","1,00","0,00","1,00","1,00","0,00","0,00","1,00"
spec_49,res_01012001,"4,00","3,00","7,00","5,00","2,00","1,00","1,00","32,00"
spec_49,res_01012002,"5,00","3,00","3,00","3,00","3,00","0,00","0,00","45,00"
spec_49,res_01012402,"0,00","1,00","1,00","0,00","1,00","0,00","1,00","2,00"
spec_49,res_01000902,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00"
spec_49,res_01012401,"2,00","3,00","2,00","1,00","1,00","1,00","1,00","6,00"
spec_49,res_01000901,"2,00","2,00","2,00","2,00","2,00","2,00","2,00","9,00"
spec_49,res_01090702,"2,00","2,00","2,00","3,00","2,00","2,00","1,00","22,00"
spec_49,res_01090701,"2,00","8,00","8,00","4,00","2,00","2,00","2,00","39,00"
spec_49,res_01001100,"2,00","2,00","1,00","2,00","1,00","2,00","2,00","9,00"
spec_49,res_01001901,"1,00","1,00","1,00","1,00","1,00","2,00","2,00","8,00"
spec_49,res_01000402,"1,00","1,00","2,00","1,00","1,00","1,00","1,00","5,00"
spec_49,res_01000403,"0,00","0,00","0,00","0,00","1,00","0,00","0,00","1,00"
spec_49,res_01000401,"2,00","2,00","2,00","2,00","1,00","2,00","2,00","7,00"
spec_01,res_01090302,"5,00","3,00","0,00","5,00","5,00","0,00","0,00","5,00"
spec_01,res_01090101,"5,00","4,00","5,00","3,00","3,00","0,00","0,00","17,00"
spec_04,res_01000902,"9,00","6,00","5,00","2,00","0,00","0,00","0,00","12,00"
spec_04,res_01090302,"7,00","4,00","4,00","1,00","1,00","0,00","0,00","8,00"
spec_04,res_01090201,"9,00","8,00","5,00","5,00","0,00","0,00","0,00","13,00"
spec_04,res_01008500,"6,00","6,00","9,00","3,00","3,00","0,00","0,00","14,00"